cod_aerolinea,nombre_aerolinea,cod_pais,cod_iata,cod_icao,identificacion,pais_aerolinea,sw_activa
03163,Korean Air,Z99,KE,KAL,KOREANAIR,Republic of Korea,Y
03164,Kosmas Air,SRB,Z9,KMG,KOSMAS CARGO,Serbia,N
03165,Kosmos,RUS,Z9,KSM,KOSMOS,Russia,Y
03166,Kosova Airlines,SRB,Z9,KOS,KOSOVA,Serbia,N
03167,Kovar Air,CZE,Z9,WOK,WOKAIR,Czech Republic,N
03168,Krasnojarsky Airlines,RUS,7B,KJC,KRASNOJARSKY AIR,Russia,Y
03169,Kremenchuk Flight College,UKR,Z9,KFC,KREMENCHUK,Ukraine,N
03170,Krimaviamontag,UKR,Z9,KRG,AVIAMONTAG,Ukraine,N
03171,Kroonk Air Agency,UKR,Z9,KRO,KROONK,Ukraine,N
03172,Krylo Airlines,RUS,K9,KRI,Krylo,Russia,N
03173,Krym,UKR,Z9,KYM,CRIMEA AIR,Ukraine,N
03174,Krystel Air Charter,GBR,Z9,OPC,OPTIC,United Kingdom,N
03175,Kuban Airlines,RUS,GW,KIL,AIR KUBAN,Russia,Y
03176,Kunpeng Airlines,CHN,VD,KPA,KUNPENG,China,N
03177,Kurzemes Avio,RUS,Z9,KZA,I999,Russia,N
03178,Kustbevakningen,SWE,Z9,KBV,SWECOAST,Sweden,N
03179,Kuwait Airways,KWT,KU,KAC,KUWAITI,Kuwait,Y
03180,Kuzu Airlines Cargo,TUR,GO,KZU,KUZU CARGO,Turkey,Y
03181,Kvadro Aero,KGZ,Z9,QVR,PEGASO,Kyrgyzstan,N
03182,Kwena Air,ZAF,Z9,KWN,KWENA,South Africa,N
03183,Kyrgyz Airlines,KGZ,N5,KGZ,BERMET,Kyrgyzstan,N
03184,Kyrgyz Trans Avia,KGZ,Z9,KTC,DINARA,Kyrgyzstan,N
03185,Kyrgyzstan,KGZ,QH,LYN,ALTYN AVIA,Kyrgyzstan,N
03186,Kyrgyzstan Airlines,KGZ,R8,KGA,KYRGYZ,Kyrgyzstan,N
03187,Kyrgyzstan Department of Aviation,KGZ,Z9,DAM,FLIGHT RESCUE,Kyrgyzstan,N
03188,Kyrgz General Aviation,KGZ,Z9,KGB,KEMIN,Kyrgyzstan,N
03189,Kibris T,TUR,KY,KYV,AIRKIBRIS,Turkey,N
03190,L A Helicopter,USA,Z9,LAH,STAR SHIP,United States,N
03191,L J Aviation,USA,Z9,LJY,ELJAY,United States,N
03192,L R Airlines,CZE,Z9,LRB,LADY RACINE,Czech Republic,N
03193,L&L Flygbildteknik,SWE,Z9,PHO,PHOTOFLIGHT,Sweden,N
03194,L'Express,USA,Z9,LEX,LEX,United States,N
03195,L-3 Communications Flight Internation Aviation,USA,Z9,FNT,FLIGHT INTERNATIONAL,United States,N
03196,L.A.B. Flying Service,USA,JF,LAB,LAB,United States,N
03197,LACSA,CRI,LR,LRC,LACSA,Costa Rica,Y
03198,LADE - Lineas Aereas Del Estado,ARG,Z9,LDE,LADE,Argentina,N
03199,LAI - Linea Aerea IAACA,VEN,KG,BNX,AIR BARINAS,Venezuela,N
03200,LAN Airlines,CHL,LA,LAN,LAN,Chile,Y
03201,LAN Argentina,ARG,4M,DSM,LAN AR,Argentina,Y
03202,LAN Cargo,CHL,Z9,LCO,LAN CARGO,Chile,N
03203,LAN Dominica,DOM,Z9,LNC,LANCANA,Dominican Republic,N
03204,LAN Express,CHL,LU,LXP,LANEX,Chile,Y
03205,LAN Peru,PER,LP,LPE,LANPERU,Peru,Y
03206,LANSA,DOM,Z9,LSA,INTERNACIONAL,Dominican Republic,N
03207,LAP Colombia - Lineas Aereas Petroleras,Z99,Z9,APT,S.A.,LAP,N
03208,LASTP,Z99,Z9,OTN,LASTP,S,N
03209,LC Busre,PER,Z9,LCB,BUSRE,Peru,N
03210,LOT Polish Airlines,POL,LO,LOT,POLLOT,Poland,Y
03211,LTE International Airways,ESP,XO,LTE,FUN JET,Spain,Y
03212,LTU Austria,AUT,L3,LTO,BILLA TRANSPORT,Austria,Y
03213,LTU International,DEU,LT,LTU,LTU,Germany,Y
03214,LTV Jet Fleet Corporation,USA,Z9,JFC,JET-FLEET,United States,N
03215,LUKoil-Avia,RUS,Z9,LUK,LUKOIL,Russia,N
03216,La Ronge Aviation Services,CAN,Z9,ASK,AIR SASK,Canada,N
03217,La Valenciana Taxi Aereo,MEX,Z9,LVT,TAXIVALENCIANA,Mexico,N
03218,Labcorp,USA,Z9,SKQ,SKYLAB,United States,N
03219,Labrador Airways,CAN,Z9,LAL,LAB AIR,Canada,N
03220,Lagun Air,ESP,N6,JEV,I999,Spain,N
03221,Lake Havasu Air Service,USA,Z9,HCA,HAVASU,United States,N
03222,Lakeland Aviation,USA,Z9,LKL,LAKELAND,United States,N
03223,Laker Airways,USA,Z9,LKR,LAKER,United States,N
03224,Laker Airways (Bahamas),USA,Z9,LBH,LAKER BAHAMAS,United States,N
03225,Lamra,SDN,Z9,LMR,LAMAIR,Sudan,N
03226,Lanaes Aereas Trans Costa Rica,CRI,Z9,TCR,TICOS,Costa Rica,N
03227,Landsflug,ISL,Z9,ISL,ISLANDIA,Iceland,N
03228,Langtry Flying Group,GBR,Z9,PAP,PROFLIGHT,United Kingdom,N
03229,Lankair,LKA,IK,LKN,Lankair,Sri Lanka,N
03230,Lanza Air,ESP,Z9,LZA,AEROLANZA,Spain,N
03231,Lanzarote Aerocargo,ESP,Z9,LZT,BARAKA,Spain,N
03232,Lao Air Company,Z99,Z9,LLL,LAVIE,Lao Peoples Democratic Republic,N
03233,Lao Airlines,Z99,QV,LAO,LAO,Lao Peoples Democratic Republic,Y
03234,Lao Capricorn Air,Z99,Z9,LKA,NAKLOA,Lao Peoples Democratic Republic,N
03235,Laoag International Airlines,PHL,L7,LPN,LAOAG AIR,Philippines,N
03236,Laredo Air,USA,Z9,LRD,LAREDO AIR,United States,N
03237,LatCharter,LVA,Z9,LTC,LATCHARTER,Latvia,Y
03238,Latvian Air Force,LVA,Z9,LAF,LATVIAN AIRFORCE,Latvia,N
03239,Lauda Air,AUT,NG,LDA,LAUDA AIR,Austria,Y
03240,Lauda Air Italy,ITA,Z9,LDI,LAUDA ITALY,Italy,N
03241,Laughlin Express,USA,Z9,LEP,LAUGHLIN EXPRESS,United States,N
03242,Laus,HRV,Z9,LSU,LAUS AIR,Croatia,N
03243,Lawrence Aviation,USA,Z9,LAR,LAWRENCE,United States,N
03244,Layang-Layang Aerospace,MYS,Z9,LAY,LAYANG,Malaysia,N
03245,Lease-a-Plane International,USA,Z9,LPL,LEASE-A-PLANE,United States,N
03246,Lebanese Air Transport,LBN,LQ,LAQ,LAT,Lebanon,N
03247,Lebanese Air Transport (Charter),LBN,Z9,LAT,LEBANESE AIR,Lebanon,N
03248,Lebanon Airport Development Corporation,USA,Z9,LAD,LADCO-AIR,United States,N
03250,Leconte Airlines,USA,Z9,LCA,LECONTE,United States,N
03251,Leeward Islands Air Transport,ATG,LI,LIA,LIAT,Antigua and Barbuda,Y
03252,Legend Airlines,USA,Z9,LGD,LEGENDARY,United States,N
03253,Leisure Air,USA,Z9,LWD,LEISURE WORLD,United States,N
03254,Lentini Aviation,USA,Z9,LEN,LENTINI,United States,N
03255,Leo-Air,ZAF,Z9,LOR,LEO CHARTER,South Africa,N
03256,Leonsa De Aviacion,ESP,Z9,LEL,LEONAVIA,Spain,N
03257,Libyan Airlines,LBY,Z9,LYW,LIBYAN AIRWAYS,Libya,N
03258,Libyan Arab Airlines,LBY,LN,LAA,LIBAIR,Libya,Y
03259,Libyan Arab Air Cargo,LBY,Z9,LCR,LIBAC,Libya,N
03260,Lid Air,SWE,Z9,LIQ,I999,Sweden,N
03261,Lignes Aeriennes Congolaises,Z99,Z9,LCG,CONGOLAISE,Democratic Republic of the Congo,N
03262,Lignes Aeriennes Du Tchad,TCD,Z9,LKD,LATCHAD,Chad,N
03263,Lignes Mauritaniennes Air Express,MRT,Z9,LME,LIMAIR EXPRESS,Mauritania,N
03264,Lignes Nationales Aeriennes - Linacongo,Z99,Z9,GCB,LINACONGO,Republic of the Congo,N
03265,Lincoln Air National Guard,USA,Z9,GDQ,I999,United States,N
03266,Lincoln Airlines,AUS,Z9,LRT,I999,Australia,N
03267,Lindsay Aviation,USA,Z9,LSY,LINDSAY AIR,United States,N
03268,Linea Aerea Costa Norte,CHL,Z9,NOT,COSTA NORTE,Chile,N
03269,Linea Aerea Mexicana de Carga,MEX,Z9,LMC,LINEAS DECARGA,Mexico,N
03270,Linea Aerea SAPSA,CHL,L7,LNP,SAPSA,Chile,N
03271,Linea Aerea de Fumig Aguas Negras,CHL,Z9,NEG,AGUAS NEGRAS,Chile,N
03272,Linea Aerea de Servicio Ejecutivo Regional,VEN,8z,LER,LASER,Venezuela,N
03273,Linea De Aeroservicios,CHL,Z9,LSE,I999,Chile,N
03274,Linea Turistica Aerotuy,VEN,LD,TUY,AEREOTUY,Venezuela,N
03275,Lineas Aereas Alaire S.L.,ESP,Z9,ALR,AEROLAIRE,Spain,N
03276,Lineas Aereas Azteca,MEX,ZE,LCD,LINEAS AZTECA,Mexico,N
03277,Lineas Aereas Canedo LAC,BOL,Z9,LCN,CANEDO,Bolivia,N
03278,Lineas Aereas Comerciales,MEX,Z9,LCM,LINEAS COMERCIALES,Mexico,N
03279,Lineas Aereas Ejectuivas De Durango,MEX,Z9,EDD,LINEAS DURANGO,Mexico,N
03280,Lineas Aereas Eldorado,COL,Z9,EDR,ELDORADRO,Colombia,N
03281,Lineas Aereas Federales,ARG,Z9,FED,FEDERALES,Argentina,N
03282,Lineas Aereas Monarca,MEX,Z9,LMN,LINEAS MONARCA,Mexico,N
03283,Lineas Aereas San Jose,MEX,Z9,LIJ,LINEAS JOSE,Mexico,N
03284,Lineas Aereas del Humaya,MEX,Z9,UMA,HUMAYA,Mexico,N
03285,Linex,CAF,Z9,LEC,LECA,Central African Republic,N
03286,Linhas Aereas Santomenses,Z99,Z9,SMS,SANTOMENSES,S,N
03287,Linhas A,MOZ,LM,LAM,MOZAMBIQUE,Mozambique,Y
03288,Link Airways of Australia,AUS,Z9,LAW,I999,Australia,N
03289,Lion Air Services,GBR,Z9,WGT,WORLDGATE,United Kingdom,N
03290,Lion Mentari Airlines,IDN,JT,LNI,LION INTER,Indonesia,Y
03291,Lions-Air,CHE,Z9,LEU,LIONSAIR,Switzerland,N
03292,Lithuanian Air Force,LTU,Z9,LYF,LITHUANIAN AIRFORCE,Lithuania,N
03293,Little Red Air Service,CAN,Z9,LRA,LITTLE RED,Canada,N
03294,Livingston,ITA,LM,LVG,LIVINGSTON,Italy,N
03295,Lloyd Aereo Boliviano,BOL,LB,LLB,LLOYDAEREO,Bolivia,N
03296,Lnair Air Services,ESP,Z9,LNA,ELNAIR,Spain,N
03297,Lockheed Air Terminal,USA,Z9,XLG,I999,United States,N
03298,Lockeed Aircraft Corporation,USA,Z9,LAC,LOCKHEED,United States,N
03299,Lockheed DUATS,USA,Z9,XDD,I999,United States,N
03300,Lockheed Martin Aeronautics,USA,Z9,CBD,CATBIRD,United States,N
03301,Lockheed Martin Aeronautics Company,USA,Z9,LNG,LIGHTNING,United States,N
03302,Logan Air,GBR,Z9,LOG,LOGAN,United Kingdom,N
03303,Lom Praha Flying School,CZE,Z9,CLV,AEROTRAINING,Czech Republic,N
03304,Lomas Helicopters,GBR,Z9,LMS,LOMAS,United Kingdom,N
03305,London City Airport Jet Centre,GBR,Z9,LCY,LONDON CITY,United Kingdom,N
03306,London Executive Aviation,GBR,Z9,LNX,LONEX,United Kingdom,N
03307,London Flight Centre (Stansted),GBR,Z9,LOV,LOVEAIR,United Kingdom,N
03308,London Helicopter Centres,GBR,Z9,LHC,MUSTANG,United Kingdom,N
03309,Lone Star Airlines,USA,Z9,LSS,LONE STAR,United States,N
03310,Long Island Airlines,USA,Z9,ORA,LONG ISLAND,United States,N
03311,Longtail Aviation,BMU,Z9,LGT,LONGTAIL,Bermuda,N
03312,Lorraine Aviation,FRA,Z9,LRR,LORRAINE,France,N
03313,Los Cedros Aviacion,CHL,Z9,LSC,CEDROS,Chile,N
03314,Lotus Air,EGY,Z9,TAS,LOTUS FLOWER,Egypt,N
03315,Luchtvaartmaatschappij Twente,NLD,Z9,LTW,TWENTAIR,Netherlands,N
03316,Lucky Air,CHN,Z9,LKE,LUCKY AIR,China,N
03317,Luft Carago,ZAF,Z9,LUT,LUGO,South Africa,N
03318,Luftfahrt-Vermietungs-Dienst,AUT,Z9,LVD,AIR SANTE,Austria,N
03319,Luftfahrtgesellschaft Walter,DEU,HE,LGW,WALTER,Germany,Y
03320,Lufthansa,DEU,LH,DLH,LUFTHANSA,Germany,Y
03321,Lufthansa Cargo,DEU,LH,GEC,LUFTHANSA CARGO,Germany,Y
03322,Lufthansa CityLine,DEU,CL,CLH,HANSALINE,Germany,Y
03323,Lufthansa Systems,DEU,L1,Z99,I999,Germany,N
03324,Lufthansa Technik,DEU,Z9,LHT,LUFTHANSA TECHNIK,Germany,N
03325,Lufttaxi Fluggesellschaft,DEU,DV,LTF,Garfield,Germany,N
03326,Lufttransport,NOR,L5,LTR,LUFT TRANSPORT,Norway,Y
03327,Luhansk,UKR,Z9,LHS,ENTERPRISE LUHANSK,Ukraine,N
03328,Lund University School of Aviation,SWE,Z9,UNY,UNIVERSITY,Sweden,N
03329,Luxair,LUX,LG,LGL,LUXAIR,Luxembourg,Y
03330,Luxaviation,LUX,Z9,LXA,RED LION,Luxembourg,N
03331,Luxembourg Air Rescue,LUX,Z9,LUV,LUX RESCUE,Luxembourg,N
03332,Luxflight Executive,LUX,Z9,LFE,LUX EXPRESS,Luxembourg,N
03333,Luxor Air,EGY,Z9,LXO,I999,Egypt,N
03334,Luzair,PRT,Z9,LUZ,LISBON JET,Portugal,N
03335,Lviv Airlines,UKR,5V,UKW,UKRAINE WEST,Ukraine,N
03336,Lydd Air,GBR,Z9,LYD,LYDDAIR,United Kingdom,N
03337,Lynch Flying Service,USA,Z9,LCH,LYNCH AIR,United States,N
03338,Lynden Air Cargo,USA,L2,LYC,LYNDEN,United States,N
03339,Lynx Air International,USA,Z9,LXF,LYNX FLIGHT,United States,N
03340,Lynx Aviation,PAK,Z9,LYX,LYNX AIR,Pakistan,N
03342,L,ARG,MJ,LPR,LAPA,Argentina,Y
03343,L,COL,Z9,LAU,SURAMERICANO,Colombia,N
03344,M & N Aviation,USA,Z9,JNH,JONAH,United States,N
03345,MAC Fotografica,ESP,Z9,MCF,MAC FOTO,Spain,N
03346,MANAG'AIR,FRA,Z9,MRG,MANAG'AIR,France,N
03347,MAP-Management and Planung,AUT,Z9,MPJ,MAPJET,Austria,N
03348,MAS Airways,GBR,Z9,TFG,TRAFALGAR,United Kingdom,N
03349,MasAir,MEX,M7,MAA,MAS CARGA,Mexico,Y
03350,MAT Macedonian Airlines,MKD,IN,MAK,MAKAVIO,Macedonia,Y
03351,MCC Aviation,ZAF,Z9,MCC,DISCOVERY,South Africa,N
03352,MG Aviacion,ESP,Z9,MGA,MAG AVACION,Spain,N
03353,MIA Airlines,ROU,Z9,JLA,SALLINE,Romania,N
03354,MIAT Mongolian Airlines,MNG,OM,MGL,MONGOL AIR,Mongolia,Y
03355,MIT Airlines,CAN,Z9,MNC,MUNCIE,Canada,N
03356,MK Airline,GHA,Z9,MKA,KRUGER-AIR,Ghana,N
03357,MNG Airlines,TUR,MB,MNB,BLACK SEA,Turkey,Y
03358,MSR Flug-Charter,DEU,Z9,EBF,SKYRUNNER,Germany,N
03359,MTC Aviacion,MEX,Z9,MCV,MTC AVIACION,Mexico,N
03360,Mac Aviation,ESP,Z9,MAQ,MAC AVIATION,Spain,N
03361,Mac Dan Aviation Corporation,USA,Z9,MCN,MAC DAN,United States,N
03362,MacKnight Airlines,AUS,Z9,MTD,I999,Australia,N
03363,Macair Airlines,AUS,CC,MCK,I999,Australia,Y
03364,Macedonian Airlines,GRC,Z9,MCS,MACAIR,Greece,N
03365,Madina Air,LBY,Z9,MDH,MADINA AIR,Libya,N
03366,Maersk,DNK,DM,Z99,I999,Denmark,Y
03367,Magic Blue Airlines,NLD,Z9,MJB,MAGIC BLUE,Netherlands,N
03368,Magna Air,AUT,Z9,MGR,MAGNA AIR,Austria,N
03369,Mahalo Air,USA,Z9,MLH,MAHALO,United States,N
03370,Mahan Air,IRN,W5,IRM,MAHAN AIR,Iran,Y
03371,Mahfooz Aviation,GMB,M2,MZS,MAHFOOZ,Gambia,N
03372,Maine Aviation,USA,Z9,MAT,MAINE-AV,United States,N
03373,Majestic Airlines,USA,Z9,MAJ,MAGIC AIR,United States,N
03374,Mak Air,KAZ,Z9,AKM,MAKAIR,Kazakhstan,N
03375,Malagasy Airlines,MDG,Z9,MLG,I999,Madagascar,N
03376,Malawi Express,MWI,Z9,MLX,MALAWI EXPRESS,Malawi,N
03377,Malaya Aviatsia Dona,RUS,Z9,MKK,AEROKEY,Russia,N
03378,Malaysia Airlines,MYS,MH,MAS,MALAYSIAN,Malaysia,Y
03379,Mali Air,AUT,Z9,MAE,MALI AIREXPRESS,Austria,N
03380,Mali Air Express,MLI,Z9,VXP,AVION EXPRESS,Mali,N
03381,Mali Airways,MLI,Z9,MTZ,MALI AIRWAYS,Mali,N
03382,Malila Airlift,Z99,Z9,MLC,MALILA,Democratic Republic of the Congo,N
03383,Mall Airways,USA,Z9,MLS,MALL-AIRWAYS,United States,N
03384,Malmo Aviation,SWE,Z9,SCW,SCANWING,Sweden,Y
03385,Malmoe Air Taxi,SWE,Z9,LOD,LOGIC,Sweden,N
03386,Malmö Aviation,SWE,TF,SCW,Scanwings,Sweden,Y
03387,Malta Air Charter,MLT,R5,MAC,MALTA CHARTER,Malta,Y
03388,Malta Wings,MLT,Z9,MWS,MALTA WINGS,Malta,N
03389,Malév,HUN,MA,MAH,MALEV,Hungary,Y
03390,Manaf International Airways,BDI,Z9,MLB,MANAF,Burundi,N
03391,Mandala Airlines,IDN,RI,MDL,MANDALA,Indonesia,Y
03392,Mandarin Airlines,TWN,AE,MDA,Mandarin,Taiwan,Y
03393,Mango,ZAF,JE,MNO,TULCA,South Africa,Y
03394,Manhattan Air,GBR,Z9,MHN,MANHATTAN,United Kingdom,N
03395,Manitoulin Air Services,CAN,Z9,MTO,MANITOULIN,Canada,N
03396,Mann Air,GBR,Z9,MNR,TEEMOL,United Kingdom,N
03397,Mannion Air Charter,USA,Z9,MAN,MANNION,United States,N
03398,Mantrust Asahi Airways,IDN,Z9,MTS,MANTRUST,Indonesia,N
03399,Manx Airlines,GBR,Z9,MNX,MANX,United Kingdom,N
03400,Maple Air Services,CAN,Z9,MAD,MAPLE AIR,Canada,N
03401,March Helicopters,GBR,Z9,MAR,MARCH,United Kingdom,N
03402,Marcopolo Airways,AFG,Z9,MCP,MARCOPOLO,Afghanistan,N
03403,Marghi Air,NGA,Z9,MGI,MARGHI,Nigeria,N
03404,Markair,USA,Z9,MRK,MARKAIR,United States,N
03405,Markoss Aviation,GBR,Z9,MKO,GOSHAWK,United Kingdom,N
03406,Mars RK,UKR,6V,MRW,AVIAMARS,Ukraine,N
03407,Marshall Aerospace,GBR,Z9,MCE,MARSHALL,United Kingdom,N
03408,Marsland Aviation,SDN,M7,MSL,MARSLANDAIR,Sudan,N
03409,Martin Aviation Services,USA,Z9,XMA,I999,United States,N
03410,Martin-Baker,GBR,Z9,MBE,MARTIN,United Kingdom,N
03411,Martinair,NLD,MP,MPH,MARTINAIR,Netherlands,Y
03412,Martinaire,USA,Z9,MRA,MARTEX,United States,N
03413,Martyn Fiddler Associates,GBR,Z9,MFA,SEAHORSE,United Kingdom,N
03414,Marvin Limited,GBR,Z9,MVN,MARVIN,United Kingdom,N
03415,Maryland State Police,USA,Z9,TRP,TROOPER,United States,N
03416,Massachusetts Institute of Technology,USA,Z9,MTH,RESEARCH,United States,N
03417,Massey University School of Aviation,NZL,Z9,MSY,MASSEY,New Zealand,N
03418,Master Airways,SRB,Z9,MSW,MASTER AIRWAYS,Serbia,N
03419,Master Planner,USA,Z9,MPL,I999,United States,N
03420,Masterjet,PRT,Z9,LMJ,MASTERJET,Portugal,N
03421,Mastertop Linhas Aereas,BRA,Q4,Z99,I999,Brazil,N
03422,Mauria,MRT,Z9,MIA,MAURIA,Mauritania,N
03423,Mauritanienne Aerienne Et Navale,MRT,Z9,MNV,NAVALE,Mauritania,N
03424,Mauritanienne Air Fret,MRT,Z9,MRF,MAUR-FRET,Mauritania,N
03425,Mauritanienne Airways,MRT,Z9,MWY,MAURITANIENNE,Mauritania,N
03426,Mauritanienne De Transport Aerien,MRT,Z9,MDE,MAURI-TRANS,Mauritania,N
03427,Maverick Airways,USA,Z9,MVR,MAV-AIR,United States,N
03428,Mavial Magadan Airlines,RUS,H5,MVL,Mavial,Russia,N
03429,Max Avia,KGZ,Z9,MAI,MAX AVIA,Kyrgyzstan,N
03430,Max Sea Food,SLV,Z9,MSF,MAXESA,El Salvador,N
03431,Max-Aviation,CAN,Z9,MAX,MAX AVIATION,Canada,N
03432,Maxair,SWE,8M,MXL,MAXAIR,Sweden,Y
03433,Maximus Air Cargo,ARE,Z9,MXU,CARGO MAX,United Arab Emirates,N
03434,Maxjet Airways,USA,MY,MXJ,MAX-JET,United States,N
03435,Maxsus-Avia,UZB,Z9,MXS,MAXSUS-AVIA,Uzbekistan,N
03436,May Air Xpress,USA,Z9,MXP,BEECHNUT,United States,N
03437,Maya Island Air,BLZ,MW,MYD,MYLAND,Belize,Y
03438,Mayair,MEX,Z9,MYI,MAYAIR,Mexico,N
03439,Mbach Air,MWI,Z9,MBS,MBACHI AIR,Malawi,N
03440,McAlpine Helicopters,GBR,Z9,MCH,MACLINE,United Kingdom,N
03441,McCall Aviation,USA,Z9,MKL,MCCALL,United States,N
03442,McDonnell Douglas,USA,Z9,DAC,DACO,United States,N
03443,McNeely Charter Services,USA,Z9,MDS,MID-SOUTH,United States,N
03444,Med-Trans of Florida,USA,Z9,MEK,MED-TRANS,United States,N
03445,Medavia Company,MLT,Z9,MDM,MEDAVIA,Malta,N
03446,Medical Air Rescue Services,ZWE,Z9,MRZ,MARS,Zimbabwe,N
03447,Medical Aviation Services,GBR,Z9,MCL,MEDIC,United Kingdom,N
03448,Mediterranean Air Freight,GRC,Z9,MDF,MED-FREIGHT,Greece,N
03449,Mediterranean Airways,EGY,Z9,MDY,I999,Egypt,N
03450,Medjet International,USA,Z9,MEJ,MEDJET,United States,N
03451,Mega,KAZ,Z9,MGK,MEGLA,Kazakhstan,N
03452,Mega Linhas Aereas,BRA,Z9,MEL,MEGA AIR,Brazil,N
03453,Mekong Airlines,KHM,Z9,MKN,MEKONG AIRLINES,Cambodia,N
03454,Menajet,LBN,IM,MNJ,MENAJET,Lebanon,N
03456,Merchant Express Aviation,NGA,Z9,MXX,MERCHANT,Nigeria,N
03457,Mercury Aircourier Service,USA,Z9,MEC,MERCAIR,United States,N
03458,Meridian,UKR,Z9,POV,AIR POLTAVA,Ukraine,N
03459,Meridian Air Cargo,USA,Z9,MRD,MERIDIAN,United States,N
03460,Meridian Airlines,NGA,Z9,MHL,HASSIMAIR,Nigeria,N
03461,Meridian Aviation,GBR,Z9,DSL,DIESEL,United Kingdom,N
03462,Meridian Limited,UKR,Z9,MEM,MERIDIAN CHERRY,Ukraine,N
03463,Meridiana,ITA,IG,ISS,MERAIR,Italy,Y
03464,Merlin Airways,USA,Z9,MEI,AVALON,United States,N
03465,Merpati Nusantara Airlines,IDN,MZ,MNA,MERPATI,Indonesia,Y
03466,Mesa Airlines,USA,YV,ASH,AIR SHUTTLE,United States,Y
03467,Mesaba Airlines,USA,XJ,MES,MESABA,United States,Y
03468,Meta Linhas A,BRA,Z9,MSQ,META,Brazil,N
03469,Meteorological Research Flight,GBR,Z9,MET,METMAN,United Kingdom,N
03470,Methow Aviation,USA,Z9,MER,METHOW,United States,N
03471,Metro Business Aviation,GBR,Z9,MVI,I999,United Kingdom,N
03472,Metro Express,USA,Z9,MEX,EAGLE EXPRESS,United States,N
03473,Metroflight,USA,Z9,MTR,METRO,United States,N
03474,Metrojet,Z99,Z9,MTJ,METROJET,Hong Kong SAR of China,N
03475,Metropix UK,GBR,Z9,PIX,METROPIX,United Kingdom,N
03476,Metroplis,NLD,Z9,MPS,METRO REGIONAL,Netherlands,N
03477,Mex Blue,MEX,Z9,MXB,MEX BLUE,Mexico,N
03478,Mex-Jet,MEX,Z9,MJT,MEJETS,Mexico,N
03479,Mexicana de Aviaci,MEX,MX,MXA,MEXICANA,Mexico,Y
03480,Mexico Transportes Aereos,MEX,Z9,MXT,TRANSMEX,Mexico,N
03481,Miami Air Charter,USA,Z9,HUR,HURRICANE CHARTER,United States,N
03482,Miami Air International,USA,GL,BSK,BISCAYNE,United States,N
03483,Miami Valley Aviation,USA,Z9,OWL,NIGHT OWL,United States,N
03484,Miapet-Avia,ARM,Z9,MPT,MIAPET,Armenia,N
03485,Michelin Air Services,FRA,Z9,BIB,I999,France,N
03486,Micromatter Technology Solutions,GBR,Z9,WIZ,WIZARD,United Kingdom,N
03487,Mid Airlines,SDN,Z9,NYL,NILE,Sudan,N
03488,Mid-Pacific Airlines,USA,Z9,MPA,MID PAC,United States,N
03489,Midamerica Jet,USA,Z9,MJR,MAJOR,United States,N
03490,Middle East Airlines,LBN,ME,MEA,CEDAR JET,Lebanon,Y
03491,Midland Airport Services,GBR,Z9,MID,I999,United Kingdom,N
03492,Midline Air Freight,USA,Z9,MFR,MIDLINE FREIGHT,United States,N
03493,Midstate Airlines,USA,Z9,MIS,MIDSTATE,United States,N
03494,Midway Airlines,USA,JI,MDW,MIDWAY,United States,Y
03495,Midway Express,USA,Z9,FLA,PALM,United States,N
03496,Midwest Air Freighters,USA,Z9,FAX,FAIRFAX,United States,N
03497,Midwest Airlines,USA,YX,MEP,I999,United States,Y
03498,Midwest Airlines (Egypt),EGY,MY,MWA,I999,Egypt,Y
03499,Midwest Aviation,USA,Z9,NIT,NIGHTTRAIN,United States,N
03500,Midwest Aviation Division,USA,Z9,MWT,MIDWEST,United States,N
03501,Midwest Helicopters De Mexico,MEX,Z9,HTE,HELICOPTERSMEXICO,Mexico,N
03502,Millardair,CAN,Z9,MAB,MILLARDAIR,Canada,N
03503,Millen Corporation,GBR,Z9,RJM,MILLEN,United Kingdom,N
03504,Millennium Air,NGA,Z9,MLK,NIGERJET,Nigeria,N
03505,Miller Flying Services,USA,Z9,MFS,MILLER TIME,United States,N
03506,Million Air,USA,Z9,OXO,MILL AIR,United States,N
03507,Mimino,RUS,Z9,MIM,MIMINO,Russia,N
03508,Mina Airline Company,EGY,Z9,NAB,I999,Egypt,N
03509,Minair,CAF,Z9,OMR,ORMINE,Central African Republic,N
03510,Minebea Technologies,USA,Z9,EBE,MINEBEA,United States,N
03511,Mines Air Services Zambia,ZMB,Z9,MAZ,MINES,Zambia,N
03512,Miniliner,ITA,Z9,MNL,MINILINER,Italy,N
03513,Ministic Air,CAN,Z9,MNS,MINISTIC,Canada,N
03514,Ministry of Agriculture,Z99,Z9,WDG,Fisheries and Food,WATCHDOG,N
03515,Minsk Aircraft Overhaul Plant,BLR,Z9,LIR,LISLINE,Belarus,N
03516,Miramichi Air Service,CAN,Z9,MIR,MIRAMICHI,Canada,N
03517,Miras,KAZ,Z9,MIF,MIRAS,Kazakhstan,N
03518,Misr Overseas Airways,EGY,Z9,MOS,I999,Egypt,N
03519,Mission Aviation Fellowship,IDN,Z9,MAF,MISSI,Indonesia,N
03520,Missionair,ESP,Z9,MSN,MISIONAIR,Spain,N
03521,Missions Gouvernemtales Francaises,FRA,Z9,MRN,MARIANNE,France,N
03522,Mississippi State University,USA,Z9,BDG,BULLDOG,United States,N
03523,Mississippi Valley Airways,USA,Z9,MVA,VALAIR,United States,N
