cod_aeropuerto,cod_pais,nombre_aeropuerto,ciudad_aeropuerto,pais_aeropuerto,cod_iata_faa,cod_icao,latitud,longitud,altitud,zona_horaria,dst,zona_horaria_tz
5870,FJI,Mana Island Airport,Mana Island,Fiji,MNF,NFMA,-17.6731,177.09799999999998,0.0,12.0,U,Pacific/Fiji
5869,FJI,Vunisea Airport,Vunisea,Fiji,KDV,NFKD,-19.0581,178.157,6.0,12.0,U,Pacific/Fiji
5868,FJI,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,-17.7779,177.197,10.0,12.0,U,Pacific/Fiji
5867,FJI,Cicia Airport,Cicia,Fiji,ICI,NFCI,-17.7433,-179.342,13.0,12.0,U,Pacific/Fiji
5866,COK,Penrhyn Island Airport,Penrhyn Island,Cook Islands,PYE,NCPY,-9.00667,-158.037,8.0,-10.0,U,Pacific/Rarotonga
5865,COK,Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI,NCMR,-19.8425,-157.703,25.0,-10.0,U,Pacific/Rarotonga
5864,COK,Mauke Airport,Mauke Island,Cook Islands,MUK,NCMK,-20.1361,-157.345,26.0,-10.0,U,Pacific/Rarotonga
5863,COK,Manihiki Island Airport,Manihiki Island,Cook Islands,MHX,NCMH,-10.3767,-161.002,0.0,-10.0,U,Pacific/Rarotonga
5862,COK,Mangaia Island Airport,Mangaia Island,Cook Islands,MGS,NCMG,-21.8956,-157.905,45.0,-10.0,U,Pacific/Rarotonga
5861,COK,Atiu Island Airport,Atiu Island,Cook Islands,AIU,NCAT,-19.9678,-158.119,36.0,-10.0,U,Pacific/Rarotonga
5860,BHS,Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,25.083000000000002,-77.3,0.0,-5.0,U,America/Nassau
5859,BHS,Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,22.745561,-74.182353,5.0,-5.0,U,America/Nassau
5858,BHS,New Bight Airport,Cat Island,Bahamas,CAT,MYCB,24.315292000000003,-75.452331,5.0,-5.0,U,America/Nassau
5857,BHS,Arthurs Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.629417,-75.673775,18.0,-5.0,U,America/Nassau
5856,BHS,Congo Town Airport,Andros,Bahamas,COX,MYAK,24.158932999999998,-77.58975799999999,15.0,-5.0,U,America/Nassau
5855,MYS,Long Banga Airport,Long Banga,Malaysia,LBP,Z999,3.18495,115.454,750.0,8.0,N,Asia/Kuala_Lumpur
5854,MEX,Salina Cruz Naval Air Station,Salina Cruz,Mexico,SCX,MM57,16.2126,-95.2016,75.0,-6.0,S,America/Mexico_City
5853,CUB,Alberto Delgado Airport,Trinidad,Cuba,TND,MUTD,21.788460999999998,-79.997203,125.0,-5.0,U,America/Havana
5852,CUB,Cayo Coco Airport,Cayo Coco,Cuba,CCC,MUOC,22.5132,-78.51100000000001,6.0,-5.0,U,America/Havana
5851,HTI,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,19.9336,-72.8486,9.0,-5.0,U,America/Port-au-Prince
5850,HTI,Jeremie Airport,Jeremie,Haiti,JEE,MTJE,18.6631,-74.1703,147.0,-5.0,U,America/Port-au-Prince
5849,CRI,Playa Samara Airport,Playa Samara,Costa Rica,PLD,MRSR,10.25,-85.417,10.0,-6.0,U,America/Costa_Rica
5848,CRI,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,MRPV,9.957053,-84.139797,3287.0,-6.0,U,America/Costa_Rica
5847,CRI,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,MRPJ,8.53333,-83.3,7.0,-6.0,U,America/Costa_Rica
5845,CRI,Islita Airport,Nandayure,Costa Rica,PBP,MRIA,9.856110000000001,-85.3708,7.0,-6.0,U,America/Costa_Rica
5844,CRI,Cabo Velas Airport,Nicoya,Costa Rica,TNO,MRCV,10.3557,-85.852892,33.0,-6.0,U,America/Costa_Rica
5843,CRI,Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC,10.768736,-83.585614,3.0,-6.0,U,America/Costa_Rica
5842,CRI,Aerotortuguero Airport,Roxana,Costa Rica,TTQ,MRAO,10.569,-83.5148,82.0,-6.0,U,America/Costa_Rica
5841,PAN,Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,8.40667,-78.1417,30.0,-5.0,U,America/Panama
5840,PAN,Jaqué Airport,Jaqué,Panama,JQE,MPJE,7.51778,-78.1572,29.0,-5.0,U,America/Panama
5839,PAN,Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ,9.356639999999999,-79.8674,25.0,-5.0,U,America/Panama
5838,PAN,Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE,7.987839999999999,-80.4097,33.0,-5.0,U,America/Panama
5837,MEX,Lencero Airport,Jalapa,Mexico,JAL,MMJA,19.475082999999998,-96.797506,3127.0,-6.0,S,America/Mexico_City
5836,MEX,Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,MMGR,28.0261,-114.024,59.0,-8.0,S,America/Tijuana
5835,MEX,Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA,MMDA,25.0538,-111.615,213.0,-7.0,S,America/Mazatlan
5834,MEX,Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW,MMCY,20.545994,-100.88655,5709.0,-6.0,S,America/Mexico_City
5833,MHL,Mili Island Airport,Mili Island,Marshall Islands,MIJ,MLIP,6.08333,171.733,4.0,12.0,U,Pacific/Majuro
5832,HND,Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,MHPL,15.2622,-83.7812,25.0,-6.0,U,America/Tegucigalpa
5831,HND,Ahuas Airport,Ahuas,Honduras,AHS,MHAH,15.4722,-84.3522,98.0,-6.0,U,America/Tegucigalpa
5830,MHL,Wotho Island Airport,Wotho Island,Marshall Islands,WTO,Z999,10.1733,166.003,0.0,12.0,U,Pacific/Majuro
5829,MHL,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,WTE,N36,9.46667,170.233,4.0,12.0,U,Pacific/Majuro
5828,MHL,Woja Airport,Majuro Atoll,Marshall Islands,WJA,Z999,7.082999999999999,171.13299999999998,0.0,12.0,U,Pacific/Majuro
5827,MHL,Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands,UIT,N55,5.9092400000000005,169.637,4.0,12.0,U,Pacific/Majuro
5826,MHL,Rongelap Island Airport,Rongelap Island,Marshall Islands,RNP,Z999,11.1572,166.887,0.0,12.0,U,Pacific/Majuro
5825,MHL,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,NDK,3N0,5.63167,168.125,15.0,12.0,U,Pacific/Majuro
5824,MHL,Majkin Airport,Majkin,Marshall Islands,MJE,Z999,7.832999999999999,168.167,0.0,12.0,U,Pacific/Majuro
5823,MHL,Mejit Atoll Airport,Mejit Atoll,Marshall Islands,MJB,Q30,10.2833,170.88299999999998,5.0,12.0,U,Pacific/Majuro
5822,MHL,Maloelap Island Airport,Maloelap Island,Marshall Islands,MAV,Z999,8.70444,171.23,0.0,12.0,U,Pacific/Majuro
5821,MHL,Likiep Airport,Likiep Island,Marshall Islands,LIK,Z999,9.823160000000001,169.308,0.0,12.0,U,Pacific/Majuro
5820,MHL,Kaben Airport,Kaben,Marshall Islands,KBT,Z999,8.90056,170.84400000000002,0.0,12.0,U,Pacific/Majuro
5819,MHL,Jeh Airport,Ailinglapalap Atoll,Marshall Islands,JEJ,Z999,7.56535,168.96200000000002,0.0,12.0,U,Pacific/Majuro
5818,MHL,Jabot Airport,Ailinglapalap Atoll,Marshall Islands,JAT,Z999,7.45235,168.55200000000002,0.0,12.0,U,Pacific/Majuro
5817,MHL,Enyu Airfield,Bikini Atoll,Marshall Islands,BII,Z999,11.5225,165.565,0.0,12.0,U,Pacific/Majuro
5816,MHL,Aur Island Airport,Aur Atoll,Marshall Islands,AUL,Z999,8.14528,171.173,0.0,12.0,U,Pacific/Majuro
5815,MHL,Ailuk Airport,Ailuk Island,Marshall Islands,AIM,Z999,10.2168,169.983,0.0,12.0,U,Pacific/Majuro
5814,MHL,Utirik Airport,Utirik Island,Marshall Islands,UTK,03N,11.222000000000001,169.852,4.0,12.0,U,Pacific/Majuro
5813,GTM,Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,MGQZ,14.8656,-91.50200000000001,7779.0,-6.0,U,America/Guatemala
5812,GTM,Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,MGPB,15.730878,-88.58376700000001,33.0,-6.0,U,America/Guatemala
5811,DOM,Dr Joaquin Balaguer International Airport,La Isabela,Dominican Republic,JBQ,MDJB,18.5725,-69.9856,98.0,-4.0,U,America/Santo_Domingo
5810,DOM,Samaná El Catey International Airport,Samana,Dominican Republic,AZS,MDCY,19.267,-69.742,30.0,-4.0,U,America/Santo_Domingo
5809,TCA,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,MBSY,21.333000000000002,-71.2,3.0,-5.0,U,America/Grand_Turk
5808,TCA,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS,MBMC,21.833000000000002,-71.817,9.0,-5.0,U,America/Grand_Turk
5807,TCA,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT,MBGT,21.4445,-71.1423,13.0,-5.0,U,America/Grand_Turk
5806,SVK,ilina Airport,ilina,Slovakia,ILZ,LZZI,49.231528000000004,18.6135,1020.0,1.0,E,Europe/Bratislava
5805,LBY,Ubari Airport,Ubari,Libya,QUB,Z999,26.5675,12.8231,1387.0,2.0,N,Africa/Tripoli
5804,LBY,Misratah Airport,Misratah,Libya,MRA,Z999,32.325,15.061,60.0,2.0,N,Africa/Tripoli
5803,TUR,Samsun-Çarsamba Airport,Samsun,Turkey,SZF,LTFH,41.2545,36.5671,18.0,2.0,E,Europe/Istanbul
5802,TUR,Balikesir Korfez Airport,Balikesir Korfez,Turkey,EDO,LTFD,39.5546,27.0138,50.0,2.0,E,Europe/Istanbul
5801,TUR,Isparta Süleyman Demirel Airport,Isparta,Turkey,ISE,LTFC,37.8554,30.3684,2835.0,2.0,E,Europe/Istanbul
5800,TUR,Adiyaman Airport,Adiyaman,Turkey,ADF,LTCP,37.7314,38.4689,2216.0,2.0,E,Europe/Istanbul
5799,TUR,Agri Airport,Agri,Turkey,AJI,LTCO,39.6546,43.0271,5462.0,2.0,E,Europe/Istanbul
5798,TUR,Kahramanmaras Airport,Kahramanmaras,Turkey,KCM,LTCN,37.539,36.9534,1723.0,2.0,E,Europe/Istanbul
5797,TUR,Sanliurfa Airport,Sanliurfa,Turkey,SFQ,LTCH,37.094260999999996,38.847103000000004,1483.0,2.0,E,Europe/Istanbul
5796,TUR,Kars Airport,Kars,Turkey,KSY,LTCF,40.562222,43.115002000000004,5889.0,2.0,E,Europe/Istanbul
5795,TUR,Usak Airport,Usak,Turkey,USQ,LTBO,38.681478000000006,29.471675,2897.0,2.0,E,Europe/Istanbul
5794,BIH,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.941444,17.297501,400.0,1.0,E,Europe/Sarajevo
5793,PRT,Corvo Airport,Corvo,Portugal,CVU,LPCR,39.6715,-31.1136,0.0,-1.0,E,Atlantic/Azores
5792,ITA,Salerno Pontecagnano Airport,Salerno,Italy,QSR,LIRI,40.6204,14.911294,123.0,1.0,E,Europe/Rome
5791,ITA,Aosta Airport,Aosta,Italy,AOT,LIMW,45.738456,7.3687190000000005,1791.0,1.0,E,Europe/Rome
5790,HUN,Sármellék International Airport,Sármellék,Hungary,SOB,LHSM,46.686389,17.159056,408.0,1.0,N,Europe/Budapest
5789,HUN,Gyor-Pér International Airport,Gyor,Hungary,QGY,LHPR,47.627097,17.808347,424.0,1.0,N,Europe/Budapest
5788,HUN,Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV,LHPP,45.990928000000004,18.240983,1000.0,1.0,N,Europe/Budapest
5787,GRC,Syros Airport,Syros Island,Greece,JSY,LGSO,37.422792,24.950936,236.0,2.0,E,Europe/Athens
5786,FRA,La Môle Airport,La Môle,France,LTT,LFTZ,43.2054,6.482,59.0,1.0,E,Europe/Paris
6810,FRA,EuroAirport,Mulhouse,France,EAP,Z999,47.589583000000005,7.529914,885.0,1.0,E,Europe/Paris
6511,NZL,Tekapo,Lake Tekapo,New Zealand,Z99,NZTL,-44.0,170.28,2.0,12.0,Z,Pacific/Auckland
5783,FRA,Angers-Loire Airport,Angers/Marcé,France,ANE,LFJR,47.5603,-0.312222,194.0,1.0,E,Europe/Paris
5782,FRA,Île d'Yeu Airport,Île d'Yeu,France,IDY,LFEY,46.718610999999996,-2.391111,79.0,1.0,E,Europe/Paris
5781,ESP,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL,LELO,42.4542,-2.32083,1161.0,1.0,E,Europe/Madrid
5780,CYP,Ercan International Airport,Nicosia,Cyprus,ECN,LCEN,35.1547,33.4961,404.0,2.0,E,Asia/Nicosia
5779,USA,Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM,46.5682,-120.544,1095.0,-8.0,A,America/Los_Angeles
5778,KEN,Kiwayu (Mkononi) Airport,Kiwayu,Kenya,KWY,Z999,-1.9605599999999999,41.2975,21.0,3.0,U,Africa/Nairobi
5777,USA,Worland Municipal Airport,Worland,United States,WRL,KWRL,43.9657,-107.95100000000001,4227.0,-7.0,A,America/Denver
5776,USA,Valdosta Regional Airport,Valdosta,United States,VLD,KVLD,30.7825,-83.2767,203.0,-5.0,A,America/New_York
5775,USA,Victoria Regional Airport,Victoria,United States,VCT,KVCT,28.8526,-96.9185,115.0,-6.0,A,America/Chicago
5774,USA,Quincy Regional Baldwin Field,Quincy,United States,UIN,KUIN,39.9427,-91.1946,769.0,-6.0,A,America/Chicago
5773,USA,Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,34.2681,-88.7699,346.0,-6.0,A,America/Chicago
5772,USA,Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,United States,SMX,KSMX,34.8989,-120.45700000000001,261.0,-8.0,A,America/Los_Angeles
5771,USA,Salina Municipal Airport,Salina,United States,SLN,KSLN,38.791,-97.6522,1288.0,-6.0,A,America/Chicago
5770,USA,Adirondack Regional Airport,Saranac Lake,United States,SLK,KSLK,44.3853,-74.2062,1663.0,-5.0,A,America/New_York
5769,USA,Sheridan County Airport,Sheridan,United States,SHR,KSHR,44.7692,-106.98,4021.0,-7.0,A,America/Denver
5768,USA,San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,35.2368,-120.64200000000001,212.0,-8.0,A,America/Los_Angeles
5767,USA,Rutland State Airport,Rutland,United States,RUT,KRUT,43.5294,-72.9496,787.0,-5.0,A,America/New_York
5766,USA,Rock Springs Sweetwater County Airport,Rock Springs,United States,RKS,KRKS,41.5942,-109.065,6760.0,-7.0,A,America/Denver
5765,USA,Rhinelander Oneida County Airport,Rhinelander,United States,RHI,KRHI,45.6312,-89.4675,1624.0,-6.0,A,America/Chicago
5764,USA,Reading Regional Carl A Spaatz Field,Reading,United States,RDG,KRDG,40.3785,-75.9652,344.0,-5.0,A,America/New_York
5763,USA,Pease International Tradeport,Portsmouth,United States,PSM,KPSM,43.0779,-70.8233,100.0,-5.0,A,America/New_York
5762,USA,Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN,KPLN,45.5709,-84.7967,720.0,-5.0,A,America/New_York
5761,USA,Pierre Regional Airport,Pierre,United States,PIR,KPIR,44.3827,-100.286,1742.0,-6.0,A,America/Chicago
5760,USA,Pocatello Regional Airport,Pocatello,United States,PIH,KPIH,42.9098,-112.596,4452.0,-7.0,A,America/Denver
5759,USA,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,KPIB,31.4671,-89.3371,298.0,-6.0,A,America/Chicago
5758,USA,Owensboro Daviess County Airport,Owensboro,United States,OWB,KOWB,37.7401,-87.1668,406.0,-6.0,A,America/Chicago
5757,USA,Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,43.4171,-124.24600000000001,17.0,-8.0,A,America/Los_Angeles
5756,USA,Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,KMSL,34.7453,-87.6102,550.0,-6.0,A,America/Chicago
5755,USA,Frank Wiley Field,Miles City,United States,MLS,KMLS,46.428000000000004,-105.88600000000001,2630.0,-7.0,A,America/Denver
5754,USA,Muskegon County Airport,Muskegon,United States,MKG,KMKG,43.1695,-86.2382,628.0,-5.0,A,America/New_York
5753,USA,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,KLYH,37.3267,-79.2004,938.0,-5.0,A,America/New_York
5752,USA,Lewistown Municipal Airport,Lewistown,United States,LWT,KLWT,47.0493,-109.46700000000001,4170.0,-7.0,A,America/Denver
5751,USA,Lancaster Airport,Lancaster,United States,LNS,KLNS,40.1217,-76.2961,403.0,-5.0,A,America/New_York
5750,USA,Klamath Falls Airport,Klamath Falls,United States,LMT,KLMT,42.1561,-121.73299999999999,4095.0,-8.0,A,America/Los_Angeles
5749,USA,Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB,43.6261,-72.3042,603.0,-5.0,A,America/New_York
5748,USA,North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,KLBF,41.1262,-100.684,2776.0,-6.0,A,America/Chicago
5747,USA,Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,40.2759,-79.4048,1185.0,-5.0,A,America/New_York
5746,USA,Laramie Regional Airport,Laramie,United States,LAR,KLAR,41.3121,-105.675,7284.0,-7.0,A,America/Denver
5745,USA,Jamestown Regional Airport,Jamestown,United States,JMS,KJMS,46.9297,-98.6782,1498.0,-6.0,A,America/Chicago
5744,USA,Kirksville Regional Airport,Kirksville,United States,IRK,KIRK,40.0935,-92.5449,966.0,-6.0,A,America/Chicago
5743,MHL,Kili Airport,Kili Island,Marshall Islands,KIO,Q51,5.64452,169.12,5.0,12.0,U,Pacific/Majuro
5742,USA,Tri State Milton J Ferguson Field,Huntington,United States,HTS,KHTS,38.3667,-82.55799999999999,828.0,-5.0,A,America/New_York
5741,USA,Memorial Field,Hot Springs,United States,HOT,KHOT,34.478,-93.0962,540.0,-6.0,A,America/Chicago
5740,USA,Central Nebraska Regional Airport,Grand Island,United States,GRI,KGRI,40.9675,-98.3096,1847.0,-6.0,A,America/Chicago
5739,USA,Wokal Field Glasgow International Airport,Glasgow,United States,GGW,KGGW,48.2125,-106.615,2296.0,-7.0,A,America/Denver
5738,USA,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,34.9912,-78.8803,189.0,-5.0,A,America/New_York
5737,USA,New Bedford Regional Airport,New Bedford,United States,EWB,KEWB,41.6761,-70.9569,80.0,-5.0,A,America/New_York
5736,USA,Elko Regional Airport,Elko,United States,EKO,KEKO,40.8249,-115.792,5140.0,-8.0,A,America/Los_Angeles
5735,USA,Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU,44.8658,-91.4843,913.0,-6.0,A,America/Chicago
5734,USA,DuBois Regional Airport,Du Bois,United States,DUJ,KDUJ,41.1783,-78.8987,1817.0,-5.0,A,America/New_York
5733,USA,Dodge City Regional Airport,Dodge City,United States,DDC,KDDC,37.7634,-99.9656,2594.0,-6.0,A,America/Chicago
5732,USA,Houghton County Memorial Airport,Hancock,United States,CMX,KCMX,47.1684,-88.4891,1095.0,-5.0,A,America/New_York
5731,USA,William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM,48.1202,-123.5,291.0,-8.0,A,America/Los_Angeles
5730,USA,Harrison Marion Regional Airport,Clarksburg,United States,CKB,KCKB,39.2966,-80.2281,1217.0,-5.0,A,America/New_York
5729,USA,Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU,46.2508,-84.4724,800.0,-5.0,A,America/New_York
5728,USA,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,KCGI,37.2253,-89.5708,342.0,-6.0,A,America/Chicago
5727,USA,Del Norte County Airport,Crescent City,United States,CEC,KCEC,41.7802,-124.23700000000001,57.0,-8.0,A,America/Los_Angeles
5726,USA,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.7832,-91.1255,698.0,-6.0,A,America/Chicago
5725,USA,Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,31.2588,-81.4665,26.0,-5.0,A,America/New_York
5724,USA,Raleigh County Memorial Airport,Beckley,United States,BKW,KBKW,37.7873,-81.1242,2504.0,-5.0,A,America/New_York
5723,USA,Western Nebraska Regional Airport,Scottsbluff,United States,BFF,KBFF,41.873999999999995,-103.596,3967.0,-7.0,A,America/Denver
5722,USA,Bradford Regional Airport,Bradford,United States,BFD,KBFD,41.8031,-78.6401,2143.0,-5.0,A,America/New_York
5721,USA,Watertown Regional Airport,Watertown,United States,ATY,KATY,44.913999999999994,-97.1547,1748.0,-6.0,A,America/Chicago
5720,USA,Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.0781,-83.5603,689.0,-5.0,A,America/New_York
5719,USA,Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW,46.0949,-118.288,1191.0,-8.0,A,America/Los_Angeles
5718,USA,Waterloo Regional Airport,Waterloo,United States,ALO,KALO,42.5571,-92.4003,873.0,-6.0,A,America/Chicago
5717,USA,Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,KALM,32.8399,-105.991,4200.0,-7.0,A,America/Denver
5716,USA,Athens Ben Epps Airport,Athens,United States,AHN,KAHN,33.9486,-83.3263,808.0,-5.0,A,America/New_York
5715,USA,Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.5355,-84.1945,197.0,-5.0,A,America/New_York
5714,USA,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.4491,-98.4218,1302.0,-6.0,A,America/Chicago
5713,ITA,San Domino Island Heliport,Tremiti Islands,Italy,TQR,Z999,42.1025,15.488,0.0,1.0,E,Europe/Rome
5712,IRN,Gheshm Airport,Gheshm,Iran,GSM,Z999,26.9487,56.2688,100.0,35.0,E,Asia/Tehran
5711,IND,Diu Airport,Diu,India,DIU,VA1P,20.7131,70.9211,31.0,55.0,N,Asia/Calcutta
5710,UGA,Gulu Airport,Gulu,Uganda,ULU,HUGU,2.805556,32.271792,3510.0,3.0,U,Africa/Kampala
5709,UGA,Arua Airport,Arua,Uganda,RUA,HUAR,3.05,30.916999999999998,3951.0,3.0,U,Africa/Kampala
5708,TZA,Tabora Airport,Tabora,Tanzania,TBO,HTTB,-5.07639,32.8333,3868.0,3.0,U,Africa/Dar_es_Salaam
5707,TZA,Shinyanga Airport,Shinyanga,Tanzania,SHY,HTSY,-3.667,33.417,3800.0,3.0,U,Africa/Dar_es_Salaam
5706,TZA,Musoma Airport,Musoma,Tanzania,MUZ,HTMU,-1.483,33.8,3806.0,3.0,U,Africa/Dar_es_Salaam
5705,TZA,Kikwetu Airport,Lindi,Tanzania,LDI,HTLI,-9.85111,39.7578,100.0,3.0,U,Africa/Dar_es_Salaam
5704,TZA,Kigoma Airport,Kigoma,Tanzania,TKQ,HTKA,-4.883,29.633000000000003,2700.0,3.0,U,Africa/Dar_es_Salaam
5703,TZA,Bukoba Airport,Bukoba,Tanzania,BKZ,HTBU,-1.3,31.8,3745.0,3.0,U,Africa/Dar_es_Salaam
5702,SDN,Port Sudan New International Airport,Port Sudan,Sudan,PZU,HSPN,19.4336,37.2341,135.0,3.0,U,Africa/Khartoum
5701,SDN,Nyala Airport,Nyala,Sudan,UYL,HSNN,12.0535,24.9562,2106.0,3.0,U,Africa/Khartoum
5700,SDN,Atbara Airport,Atbara,Sudan,ATB,HSAT,17.7,33.967,1181.0,3.0,U,Africa/Khartoum
5699,LBY,La Abraq Airport,Al Bayda',Libya,LAQ,HLLQ,32.788672999999996,21.964333,2157.0,2.0,N,Africa/Tripoli
5698,LBY,Mitiga Airport,Tripoli,Libya,MJI,HLLM,32.8941,13.276,36.0,2.0,N,Africa/Tripoli
5697,LBY,Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,HLGN,31.861,23.906999999999996,519.0,2.0,N,Africa/Tripoli
5696,LBY,Gardabya Airport,Sirt,Libya,SRX,HLGD,31.0635,16.595,267.0,2.0,N,Africa/Tripoli
5695,KEN,Nanyuki Civil Airport,Nanyuki,Kenya,NYK,HKNY,-0.067,37.033,6250.0,3.0,U,Africa/Nairobi
5694,KEN,Malindi Airport,Malindi,Kenya,MYD,HKML,-3.22931,40.1017,80.0,3.0,U,Africa/Nairobi
5693,KEN,Lokichoggio Airport,Lokichoggio,Kenya,LKG,HKLK,4.204117,34.348186,2074.0,3.0,U,Africa/Nairobi
5692,KEN,Amboseli Airport,Amboseli National Park,Kenya,ASV,HKAM,-2.64505,37.2531,3755.0,3.0,U,Africa/Nairobi
5691,EGY,Asyut International Airport,Asyut,Egypt,ATZ,HEAT,27.046508000000003,31.011983,772.0,2.0,U,Africa/Cairo
5690,EGY,El Arish International Airport,El Arish,Egypt,AAC,HEAR,31.073333,33.835833,121.0,2.0,U,Africa/Cairo
5689,SOM,Burao Airport,Burao,Somalia,BUO,HCMV,9.517000000000001,45.567,3400.0,3.0,U,Africa/Mogadishu
5688,SOM,Galcaio Airport,Galcaio,Somalia,GLK,HCMR,6.78083,47.4547,975.0,3.0,U,Africa/Mogadishu
5687,SOM,Aden Adde International Airport,Mogadishu,Somalia,MGQ,HCMM,2.01444,45.3047,29.0,3.0,U,Africa/Mogadishu
5686,SOM,Bosaso Airport,Bosaso,Somalia,BSA,HCMF,11.2753,49.1494,3.0,3.0,U,Africa/Mogadishu
5685,SOM,Alula Airport,Alula,Somalia,ALU,HCMA,11.95,50.733000000000004,6.0,3.0,U,Africa/Mogadishu
5684,ETH,Tippi Airport,Tippi,Ethiopia,TIE,HATP,7.117000000000001,35.383,1100.0,3.0,U,Africa/Addis_Ababa
5683,ETH,Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,HAMT,6.9670000000000005,35.533,4396.0,3.0,U,Africa/Addis_Ababa
5682,ETH,Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,HAKD,6.734,44.253,1800.0,3.0,U,Africa/Addis_Ababa
5681,ETH,Gore Airport,Gore,Ethiopia,GOR,HAGR,8.167,35.55,6580.0,3.0,U,Africa/Addis_Ababa
5680,ETH,Gode Airport,Gode,Ethiopia,GDE,HAGO,5.935128,43.578567,834.0,3.0,U,Africa/Addis_Ababa
5679,ETH,Dembidollo Airport,Dembidollo,Ethiopia,DEM,HADD,8.554,34.858000000000004,5200.0,3.0,U,Africa/Addis_Ababa
5678,ETH,Combolcha Airport,Dessie,Ethiopia,DSE,HADC,11.0825,39.7114,6117.0,3.0,U,Africa/Addis_Ababa
5677,ETH,Beica Airport,Beica,Ethiopia,BEI,HABE,9.386389999999999,34.5219,5410.0,3.0,U,Africa/Addis_Ababa
5676,ETH,Baco Airport,Baco,Ethiopia,BCO,HABC,5.78287,36.562,0.0,3.0,U,Africa/Addis_Ababa
5675,CPV,Sao Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL,GVSF,14.885,-24.48,617.0,-1.0,U,Atlantic/Cape_Verde
5674,CPV,Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,GVNP,14.9245,-23.4935,230.0,-1.0,U,Atlantic/Cape_Verde
5673,MAR,El Aroui Airport,El Aroui,Morocco,NDR,GMMW,34.9888,-3.02821,574.0,0.0,N,Africa/Casablanca
5672,ESH,Hassan I Airport,El Aaiún,Western Sahara,EUN,GMML,27.1517,-13.2192,207.0,0.0,N,Africa/El_Aaiun
5671,MAR,Mogador Airport,Essadouira,Morocco,ESU,GMMI,31.3975,-9.681667,384.0,0.0,N,Africa/Casablanca
5670,ESH,Dakhla Airport,Dakhla,Western Sahara,VIL,GMMH,23.7183,-15.932,36.0,0.0,N,Africa/El_Aaiun
