cod_aeropuerto,cod_pais,nombre_aeropuerto,ciudad_aeropuerto,pais_aeropuerto,cod_iata_faa,cod_icao,latitud,longitud,altitud,zona_horaria,dst,zona_horaria_tz
0212,DZA,Boufarik,Boufarik,Algeria,QFD,DAAK,36.545834,2.876111,335.0,1.0,N,Africa/Algiers
0213,DZA,Reggane,Reggan,Algeria,Z99,DAAN,26.710103000000004,0.285647,955.0,1.0,N,Africa/Algiers
0214,DZA,Illizi Takhamalt,Illizi,Algeria,VVZ,DAAP,26.723536,8.622653,1778.0,1.0,N,Africa/Algiers
0215,DZA,Ain Oussera,Ain Oussera,Algeria,Z99,DAAQ,35.525414000000005,2.878714,2132.0,1.0,N,Africa/Algiers
0216,DZA,Tamanrasset,Tamanrasset,Algeria,TMR,DAAT,22.811460999999998,5.451075,4518.0,1.0,N,Africa/Algiers
0217,DZA,Jijel,Jijel,Algeria,GJL,DAAV,36.795136,5.873608,36.0,1.0,N,Africa/Algiers
0218,DZA,Mecheria,Mecheria,Algeria,Z99,DAAY,33.535853,-0.242353,3855.0,1.0,N,Africa/Algiers
0219,DZA,Relizane,Relizane,Algeria,Z99,DAAZ,35.752239,0.626272,282.0,1.0,N,Africa/Algiers
0220,DZA,Annaba,Annaba,Algeria,AAE,DABB,36.822225,7.8091669999999995,16.0,1.0,N,Africa/Algiers
0221,DZA,Mohamed Boudiaf Intl,Constantine,Algeria,CZL,DABC,36.276028000000004,6.620386,2265.0,1.0,N,Africa/Algiers
0222,DZA,Cheikh Larbi Tebessi,Tebessa,Algeria,TEE,DABS,35.431611,8.120716999999999,2661.0,1.0,N,Africa/Algiers
0224,DZA,Hassi R Mel,Tilrempt,Algeria,HRM,DAFH,32.930431,3.3115419999999998,2540.0,1.0,N,Africa/Algiers
0225,DZA,Bou Chekif,Tiaret,Algeria,TID,DAOB,35.341136,1.463147,3245.0,1.0,N,Africa/Algiers
0226,DZA,Bou Sfer,Bou Sfer,Algeria,Z99,DAOE,35.735389,-0.805389,187.0,1.0,N,Africa/Algiers
0227,DZA,Tindouf,Tindouf,Algeria,TIN,DAOF,27.700371999999998,-8.167103,1453.0,1.0,N,Africa/Algiers
0228,DZA,Ech Cheliff,Ech-cheliff,Algeria,QAS,DAOI,36.212658000000005,1.331775,463.0,1.0,N,Africa/Algiers
0229,DZA,Tafaraoui,Oran,Algeria,TAF,DAOL,35.542444,-0.532278,367.0,1.0,N,Africa/Algiers
0230,DZA,Zenata,Tlemcen,Algeria,TLM,DAON,35.016667,-1.45,814.0,1.0,N,Africa/Algiers
0231,DZA,Es Senia,Oran,Algeria,ORN,DAOO,35.623858,-0.621183,295.0,1.0,N,Africa/Algiers
0232,DZA,Sidi Bel Abbes,Sidi Bel Abbes,Algeria,Z99,DAOS,35.171775,-0.593275,1614.0,1.0,N,Africa/Algiers
0233,DZA,Ghriss,Ghriss,Algeria,MUW,DAOV,35.207725,0.147142,1686.0,1.0,N,Africa/Algiers
0234,DZA,Touat Cheikh Sidi Mohamed Belkebir,Adrar,Algeria,AZR,DAUA,27.837589,-0.186414,919.0,1.0,N,Africa/Algiers
0235,DZA,Biskra,Biskra,Algeria,BSK,DAUB,34.793289,5.738231,289.0,1.0,N,Africa/Algiers
0236,DZA,El Golea,El Golea,Algeria,ELG,DAUE,30.571294,2.859586,1306.0,1.0,N,Africa/Algiers
0237,DZA,Noumerat,Ghardaia,Algeria,GHA,DAUG,32.384106,3.794114,1512.0,1.0,N,Africa/Algiers
0238,DZA,Oued Irara,Hassi Messaoud,Algeria,HME,DAUH,31.672971999999998,6.1404440000000005,463.0,1.0,N,Africa/Algiers
0239,DZA,In Salah,In Salah,Algeria,INZ,DAUI,27.251022,2.5120169999999997,896.0,1.0,N,Africa/Algiers
0240,DZA,Sidi Mahdi,Touggourt,Algeria,TGR,DAUK,33.067803000000005,6.088672,279.0,1.0,N,Africa/Algiers
0241,DZA,Laghouat,Laghouat,Algeria,LOO,DAUL,33.764383,2.928344,2510.0,1.0,N,Africa/Algiers
0242,DZA,Timimoun,Timimoun,Algeria,TMX,DAUT,29.237119,0.276033,1027.0,1.0,N,Africa/Algiers
0243,DZA,Ouargla,Ouargla,Algeria,OGX,DAUU,31.917223,5.412778,492.0,1.0,N,Africa/Algiers
0244,DZA,In Amenas,Zarzaitine,Algeria,IAM,DAUZ,28.05155,9.642911,1847.0,1.0,N,Africa/Algiers
0245,BEN,Cadjehoun,Cotonou,Benin,COO,DBBB,6.357228,2.384353,19.0,1.0,N,Africa/Porto-Novo
0246,BFA,Ouagadougou,Ouagadougou,Burkina Faso,OUA,DFFD,12.353194,-1.512417,1037.0,0.0,N,Africa/Ouagadougou
0247,BFA,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.160055999999999,-4.3309690000000005,1511.0,0.0,N,Africa/Ouagadougou
0248,GHA,Kotoka Intl,Accra,Ghana,ACC,DGAA,5.605186,-0.166786,205.0,0.0,N,Africa/Accra
0249,GHA,Tamale,Tamale,Ghana,TML,DGLE,9.557192,-0.8632139999999999,553.0,0.0,N,Africa/Accra
0250,GHA,Wa,Wa,Ghana,Z99,DGLW,10.082664,-2.507694,1060.0,0.0,N,Africa/Accra
0251,GHA,Sunyani,Sunyani,Ghana,NYI,DGSN,7.361828,-2.3287560000000003,1014.0,0.0,N,Africa/Accra
0252,GHA,Takoradi,Takoradi,Ghana,TKD,DGTK,4.896056,-1.7747560000000002,21.0,0.0,N,Africa/Accra
0253,CIV,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261386,-3.9262940000000004,21.0,0.0,N,Africa/Abidjan
0254,CIV,Bouake,Bouake,Cote d'Ivoire,BYK,DIBK,7.7388,-5.0736669999999995,1230.0,0.0,N,Africa/Abidjan
0255,CIV,Daloa,Daloa,Cote d'Ivoire,DJO,DIDL,6.792808,-6.473189,823.0,0.0,N,Africa/Abidjan
0256,CIV,Korhogo,Korhogo,Cote d'Ivoire,HGO,DIKO,9.387183,-5.556664,1214.0,0.0,N,Africa/Abidjan
0257,CIV,Man,Man,Cote d'Ivoire,MJC,DIMN,7.272069,-7.587364,1089.0,0.0,N,Africa/Abidjan
0258,CIV,San Pedro,San Pedro,Cote d'Ivoire,SPY,DISP,4.746716999999999,-6.660817,26.0,0.0,N,Africa/Abidjan
0259,CIV,Yamoussoukro,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.903167,-5.365581,699.0,0.0,N,Africa/Abidjan
0260,NGA,Nnamdi Azikiwe Intl,Abuja,Nigeria,ABV,DNAA,9.006791999999999,7.263172,1123.0,1.0,N,Africa/Lagos
0261,NGA,Akure,Akure,Nigeria,AKR,DNAK,7.246739,5.301008,1100.0,1.0,N,Africa/Lagos
0262,NGA,Benin,Benin,Nigeria,BNI,DNBE,6.316981,5.5995029999999995,258.0,1.0,N,Africa/Lagos
0263,NGA,Calabar,Calabar,Nigeria,CBQ,DNCA,4.976019,8.347197,210.0,1.0,N,Africa/Lagos
0264,NGA,Enugu,Enugu,Nigeria,ENU,DNEN,6.474272,7.561961,466.0,1.0,N,Africa/Lagos
0265,NGA,Gusau,Gusau,Nigeria,QUS,DNGU,12.171667,6.696111,1520.0,1.0,N,Africa/Lagos
0266,NGA,Ibadan,Ibadan,Nigeria,IBA,DNIB,7.362458,3.978333,725.0,1.0,N,Africa/Lagos
0267,NGA,Ilorin,Ilorin,Nigeria,ILR,DNIL,8.440211,4.493919,1126.0,1.0,N,Africa/Lagos
0268,NGA,Yakubu Gowon,Jos,Nigeria,JOS,DNJO,9.639828,8.86905,4232.0,1.0,N,Africa/Lagos
0269,NGA,Kaduna,Kaduna,Nigeria,KAD,DNKA,10.696025,7.320114,2073.0,1.0,N,Africa/Lagos
0270,NGA,Mallam Aminu Intl,Kano,Nigeria,KAN,DNKN,12.047589,8.524622,1562.0,1.0,N,Africa/Lagos
0271,NGA,Maiduguri,Maiduguri,Nigeria,MIU,DNMA,11.855347,13.08095,1099.0,1.0,N,Africa/Lagos
0272,NGA,Makurdi,Makurdi,Nigeria,MDI,DNMK,7.703883,8.613939,371.0,1.0,N,Africa/Lagos
0273,NGA,Murtala Muhammed,Lagos,Nigeria,LOS,DNMM,6.577369,3.3211559999999998,135.0,1.0,N,Africa/Lagos
0274,NGA,Minna New,Minna,Nigeria,MXJ,DNMN,9.652172,6.462256,834.0,1.0,N,Africa/Lagos
0275,NGA,Port Harcourt Intl,Port Hartcourt,Nigeria,PHC,DNPO,5.015494,6.949594,87.0,1.0,N,Africa/Lagos
0276,NGA,Sadiq Abubakar Iii Intl,Sokoto,Nigeria,SKO,DNSO,12.916322000000001,5.207189,1010.0,1.0,N,Africa/Lagos
0277,NGA,Yola,Yola,Nigeria,YOL,DNYO,9.257553,12.430422,599.0,1.0,N,Africa/Lagos
0278,NGA,Zaria,Zaria,Nigeria,ZAR,DNZA,11.130192,7.6858059999999995,2170.0,1.0,N,Africa/Lagos
0279,NER,Maradi,Maradi,Niger,MFQ,DRRM,13.502531,7.126753,1240.0,1.0,N,Africa/Niamey
0280,NER,Diori Hamani,Niamey,Niger,NIM,DRRN,13.481547,2.183614,732.0,1.0,N,Africa/Niamey
0281,NER,Tahoua,Tahoua,Niger,THZ,DRRT,14.875658,5.265358,1266.0,1.0,N,Africa/Niamey
0282,NER,Manu Dayak,Agadez,Niger,AJY,DRZA,16.965997,8.000114,1657.0,1.0,N,Africa/Niamey
0283,NER,Dirkou,Dirkou,Niger,Z99,DRZD,18.968703,12.86865,1273.0,1.0,N,Africa/Niamey
0284,NER,Diffa,Diffa,Niger,Z99,DRZF,13.372894,12.626686,994.0,1.0,N,Africa/Niamey
0285,NER,Zinder,Zinder,Niger,ZND,DRZR,13.778997,8.983761,1516.0,1.0,N,Africa/Niamey
0286,TUN,Habib Bourguiba Intl,Monastir,Tunisia,MIR,DTMB,35.758055999999996,10.754722000000001,9.0,1.0,E,Africa/Tunis
0287,TUN,Carthage,Tunis,Tunisia,TUN,DTTA,36.851033,10.227217,22.0,1.0,E,Africa/Tunis
0288,TUN,Sidi Ahmed Air Base,Bizerte,Tunisia,Z99,DTTB,37.245447,9.791453,20.0,1.0,E,Africa/Tunis
0289,TUN,Remada,Remada,Tunisia,Z99,DTTD,32.306156,10.382108,1004.0,1.0,E,Africa/Tunis
0290,TUN,Gafsa,Gafsa,Tunisia,GAF,DTTF,34.422022,8.822503,1060.0,1.0,E,Africa/Tunis
0291,TUN,Gabes,Gabes,Tunisia,GAE,DTTG,33.876919,10.103333000000001,26.0,1.0,E,Africa/Tunis
0292,TUN,Borj El Amri,Bordj El Amri,Tunisia,Z99,DTTI,36.721339,9.943147,108.0,1.0,E,Africa/Tunis
0293,TUN,Zarzis,Djerba,Tunisia,DJE,DTTJ,33.875031,10.775461,19.0,1.0,E,Africa/Tunis
0294,TUN,El Borma,El Borma,Tunisia,EBM,DTTR,31.704280999999998,9.254619,827.0,1.0,E,Africa/Tunis
0295,TUN,Thyna,Sfax,Tunisia,SFA,DTTX,34.717953,10.690972,85.0,1.0,E,Africa/Tunis
0296,TUN,Nefta,Tozeur,Tunisia,TOE,DTTZ,33.939721999999996,8.110555999999999,287.0,1.0,E,Africa/Tunis
0297,TGO,Niamtougou International,Niatougou,Togo,LRL,DXNG,9.767333,1.09125,1515.0,0.0,N,Africa/Lome
0298,TGO,Gnassingbe Eyadema Intl,Lome,Togo,LFW,DXXX,6.165611,1.2545110000000002,72.0,0.0,N,Africa/Lome
0299,BEL,Deurne,Antwerp,Belgium,ANR,EBAW,51.189444,4.460278,39.0,1.0,E,Europe/Brussels
0300,BEL,Beauvechain,Beauvechain,Belgium,,EBBE,50.75861,4.768333,370.0,1.0,E,Europe/Brussels
0301,BEL,Kleine Brogel,Kleine Brogel,Belgium,Z99,EBBL,51.168333000000004,5.47,200.0,1.0,E,Europe/Brussels
0302,BEL,Brussels Natl,Brussels,Belgium,BRU,EBBR,50.901389,4.484444,184.0,1.0,E,Europe/Brussels
0303,BEL,Bertrix,Bertrix,Belgium,Z99,EBBX,49.891667,5.223889,1514.0,1.0,E,Europe/Brussels
0304,BEL,Brussels South,Charleroi,Belgium,CRL,EBCI,50.459196999999996,4.453817,614.0,1.0,E,Europe/Brussels
0305,BEL,Chievres Ab,Chievres,Belgium,Z99,EBCV,50.575833,3.8310000000000004,193.0,1.0,E,Europe/Brussels
0306,BEL,Koksijde,Koksijde,Belgium,Z99,EBFN,51.090278000000005,2.652778,20.0,1.0,E,Europe/Brussels
0307,BEL,Florennes,Florennes,Belgium,Z99,EBFS,50.243333,4.6458330000000005,935.0,1.0,E,Europe/Brussels
0308,BEL,Wevelgem,Kortrijk-vevelgem,Belgium,QKT,EBKT,50.817221999999994,3.2047220000000003,64.0,1.0,E,Europe/Brussels
0309,BEL,Liege,Liege,Belgium,LGG,EBLG,50.637417,5.4432220000000004,659.0,1.0,E,Europe/Brussels
0310,BEL,Oostende,Ostend,Belgium,OST,EBOS,51.198889,2.862222,13.0,1.0,E,Europe/Brussels
0311,BEL,Zutendaal,Zutendaal,Belgium,Z99,EBSL,50.9475,5.590555999999999,312.0,1.0,E,Europe/Brussels
0312,BEL,Sint Truiden,Sint-truiden,Belgium,Z99,EBST,50.791944,5.201667,246.0,1.0,E,Europe/Brussels
0313,BEL,Saint Hubert Mil,St.-hubert,Belgium,Z99,EBSU,50.035833000000004,5.404167,1930.0,1.0,E,Europe/Brussels
0314,BEL,Ursel,Ursel,Belgium,Z99,EBUL,51.144133000000004,3.474361,95.0,1.0,E,Europe/Brussels
0315,BEL,Weelde,Weelde,Belgium,Z99,EBWE,51.394783000000004,4.960194,105.0,1.0,E,Europe/Brussels
0316,BEL,Zoersel,Zoersel,Belgium,Z99,EBZR,51.264722,4.7533330000000005,53.0,1.0,E,Europe/Brussels
0317,DEU,Bautzen,Bautzen,Germany,BBJ,EDAB,51.193531,14.519747,568.0,1.0,E,Europe/Berlin
0318,DEU,Altenburg Nobitz,Altenburg,Germany,AOC,EDAC,50.981817,12.506361,640.0,1.0,E,Europe/Berlin
0319,DEU,Dessau,Dessau,Germany,Z99,EDAD,51.831828,12.184033,187.0,1.0,E,Europe/Berlin
0320,DEU,Eisenhuttenstadt,Eisenhuettenstadt,Germany,Z99,EDAE,52.197333,14.585667,149.0,1.0,E,Europe/Berlin
6891,USA,Putnam County Airport,Greencastle,United States,4I7,Z999,39.6335556,-86.8138056,842.0,-5.0,U,America/New_York
0322,DEU,Grossenhain,Suhl,Germany,Z99,EDAK,51.308111,13.554973,417.0,1.0,E,Europe/Berlin
0323,DEU,Merseburg,Muehlhausen,Germany,Z99,EDAM,51.363,11.940833,340.0,1.0,E,Europe/Berlin
0324,DEU,Halle Oppin,Halle,Germany,Z99,EDAQ,51.552,12.052667,347.0,1.0,E,Europe/Berlin
0325,DEU,Riesa Gohlis,Riesa,Germany,Z99,EDAU,51.2935,13.356,322.0,1.0,E,Europe/Berlin
0326,DEU,Rechlin Larz,Rechlin-laerz,Germany,Z99,EDAX,53.306417,12.753139,220.0,1.0,E,Europe/Berlin
0327,DEU,Strausberg,Strausberg,Germany,Z99,EDAY,52.579978000000004,13.915683,263.0,1.0,E,Europe/Berlin
0328,DEU,Schonhagen,Schoenhagen,Germany,Z99,EDAZ,52.203258,13.158407999999998,131.0,1.0,E,Europe/Berlin
0329,DEU,Barth,Barth,Germany,BBH,EDBH,54.337540000000004,12.699705,23.0,1.0,E,Europe/Berlin
0330,DEU,Jena Schongleina,Jena,Germany,Z99,EDBJ,50.915161,11.714519000000001,1228.0,1.0,E,Europe/Berlin
0331,DEU,Kyritz,Kyritz,Germany,Z99,EDBK,52.918833,12.425333,130.0,1.0,E,Europe/Berlin
0332,DEU,Magdeburg,Magdeburg,Germany,Z99,EDBM,52.073658,11.626467,268.0,1.0,E,Europe/Berlin
0333,DEU,Rothenburg Gorlitz,Rothenburg/ol,Germany,Z99,EDBR,51.363167,14.95,517.0,1.0,E,Europe/Berlin
0334,DEU,Anklam,Anklam,Germany,Z99,EDCA,53.8327,13.669131,18.0,1.0,E,Europe/Berlin
0335,DEU,Cottbus Drewitz,Cottbus,Germany,Z99,EDCD,51.889475,14.531985999999998,274.0,1.0,E,Europe/Berlin
0336,DEU,Kamenz,Kamenz,Germany,Z99,EDCM,51.29625,14.129000000000001,495.0,1.0,E,Europe/Berlin
0337,DEU,Schonefeld,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157.0,1.0,E,Europe/Berlin
0338,DEU,Dresden,Dresden,Germany,DRS,EDDC,51.132767,13.767160999999998,755.0,1.0,E,Europe/Berlin
0339,DEU,Erfurt,Erfurt,Germany,ERF,EDDE,50.979811,10.958105999999999,1036.0,1.0,E,Europe/Berlin
0340,DEU,Frankfurt Main,Frankfurt,Germany,FRA,EDDF,50.026421,8.543125,364.0,1.0,E,Europe/Berlin
0341,DEU,Munster Osnabruck,Munster,Germany,FMO,EDDG,52.134642,7.684831,160.0,1.0,E,Europe/Berlin
0342,DEU,Hamburg,Hamburg,Germany,HAM,EDDH,53.630389,9.988228,53.0,1.0,E,Europe/Berlin
0343,DEU,Tempelhof,Berlin,Germany,THF,EDDI,52.473025,13.403944000000001,167.0,1.0,E,Europe/Berlin
0344,DEU,Koln Bonn,Cologne,Germany,CGN,EDDK,50.865916999999996,7.142744,302.0,1.0,E,Europe/Berlin
0345,DEU,Dusseldorf,Duesseldorf,Germany,DUS,EDDL,51.289453,6.766775,147.0,1.0,E,Europe/Berlin
0346,DEU,Franz Josef Strauss,Munich,Germany,MUC,EDDM,48.353783,11.786086,1487.0,1.0,E,Europe/Berlin
0347,DEU,Nurnberg,Nuernberg,Germany,NUE,EDDN,49.4987,11.066897,1046.0,1.0,E,Europe/Berlin
0348,DEU,Leipzig Halle,Leipzig,Germany,LEJ,EDDP,51.432446999999996,12.241633,465.0,1.0,E,Europe/Berlin
0349,DEU,Saarbrucken,Saarbruecken,Germany,SCN,EDDR,49.214553,7.109508,1058.0,1.0,E,Europe/Berlin
0350,DEU,Stuttgart,Stuttgart,Germany,STR,EDDS,48.689878,9.221964,1276.0,1.0,E,Europe/Berlin
0351,DEU,Tegel,Berlin,Germany,TXL,EDDT,52.559686,13.287710999999998,122.0,1.0,E,Europe/Berlin
0352,DEU,Hannover,Hannover,Germany,HAJ,EDDV,52.461056000000006,9.685078,183.0,1.0,E,Europe/Berlin
0353,DEU,Neuenland,Bremen,Germany,BRE,EDDW,53.0475,8.786667,14.0,1.0,E,Europe/Berlin
0354,DEU,Egelsbach,Egelsbach,Germany,Z99,EDFE,49.960833,8.6415,385.0,1.0,E,Europe/Berlin
0355,DEU,Frankfurt Hahn,Hahn,Germany,HHN,EDFH,49.948671999999995,7.263892,1649.0,1.0,E,Europe/Berlin
0356,DEU,Mannheim City,Mannheim,Germany,MHG,EDFM,49.472706,8.514264,309.0,1.0,E,Europe/Berlin
0357,DEU,Allendorf Eder,Allendorf,Germany,Z99,EDFQ,51.034878000000006,8.680839,1164.0,1.0,E,Europe/Berlin
0358,DEU,Worms,Worms,Germany,Z99,EDFV,49.606511,8.3684,295.0,1.0,E,Europe/Berlin
0359,DEU,Mainz Finthen,Mainz,Germany,Z99,EDFZ,49.968931,8.148336,760.0,1.0,E,Europe/Berlin
0360,DEU,Eisenach Kindel,Eisenach,Germany,Z99,EDGE,50.992796999999996,10.472711,1101.0,1.0,E,Europe/Berlin
0361,DEU,Siegerland,Siegerland,Germany,Z99,EDGS,50.707658,8.082969,1966.0,1.0,E,Europe/Berlin
0362,DEU,Hamburg Finkenwerder,Hamburg,Germany,XFW,EDHI,53.535886,9.837025,22.0,1.0,E,Europe/Berlin
0363,DEU,Kiel Holtenau,Kiel,Germany,KEL,EDHK,54.3795,10.145167,101.0,1.0,E,Europe/Berlin
0364,DEU,Lubeck Blankensee,Luebeck,Germany,LBC,EDHL,53.805367000000004,10.719222,53.0,1.0,E,Europe/Berlin
0365,DEU,Dahlemer Binz,Dahlemer Binz,Germany,Z99,EDKV,50.405888,6.5280830000000005,1896.0,1.0,E,Europe/Berlin
0366,DEU,Meinerzhagen,Meinerzhagen,Germany,Z99,EDKZ,51.099445,7.6019440000000005,1548.0,1.0,E,Europe/Berlin
0367,DEU,Arnsberg Menden,Arnsberg,Germany,ZCA,EDLA,51.483333,7.899333,794.0,1.0,E,Europe/Berlin
0368,DEU,Essen Mulheim,Essen,Germany,ESS,EDLE,51.402333,6.937333,424.0,1.0,E,Europe/Berlin
0369,DEU,Bielefeld,Bielefeld,Germany,Z99,EDLI,51.964833,8.544833,454.0,1.0,E,Europe/Berlin
0370,DEU,Monchengladbach,Moenchengladbach,Germany,MGL,EDLN,51.230356,6.504494,125.0,1.0,E,Europe/Berlin
0371,DEU,Paderborn Lippstadt,Paderborn,Germany,PAD,EDLP,51.614089,8.616317,699.0,1.0,E,Europe/Berlin
0372,DEU,Stadtlohn Vreden,Stadtlohn,Germany,Z99,EDLS,51.995844,6.840667,157.0,1.0,E,Europe/Berlin
0373,DEU,Dortmund,Dortmund,Germany,DTM,EDLW,51.518314000000004,7.612242,425.0,1.0,E,Europe/Berlin
0374,DEU,Augsburg,Augsburg,Germany,AGB,EDMA,48.425158,10.931764,1515.0,1.0,E,Europe/Berlin
0375,DEU,Biberach An Der Riss,Biberach,Germany,Z99,EDMB,48.111000000000004,9.762833,1903.0,1.0,E,Europe/Berlin
0376,DEU,Eggenfelden,Eggenfelden,Germany,Z99,EDME,48.396167,12.723666999999999,1342.0,1.0,E,Europe/Berlin
0377,DEU,Mindelheim Mattsies,Mindelheim,Germany,Z99,EDMN,48.108833000000004,10.524333,1857.0,1.0,E,Europe/Berlin
0378,DEU,Oberpfaffenhofen,Oberpfaffenhofen,Germany,OBF,EDMO,48.081364,11.283066999999999,1947.0,1.0,E,Europe/Berlin
0379,DEU,Straubing,Straubing,Germany,Z99,EDMS,48.90095,12.518186,1054.0,1.0,E,Europe/Berlin
0380,DEU,Vilshofen,Vilshofen,Germany,Z99,EDMV,48.635166999999996,13.195667000000002,991.0,1.0,E,Europe/Berlin
0381,DEU,Leutkirch Unterzeil,Leutkirch,Germany,Z99,EDNL,47.859117,10.014572,2099.0,1.0,E,Europe/Berlin
0382,DEU,Friedrichshafen,Friedrichshafen,Germany,FDH,EDNY,47.671316999999995,9.511486,1367.0,1.0,E,Europe/Berlin
0383,DEU,Schwerin Parchim,Parchim,Germany,SZW,EDOP,53.426997,11.783436,166.0,1.0,E,Europe/Berlin
0384,DEU,Stendal Borstel,Stendal,Germany,ZSN,EDOV,52.627778,11.818333,184.0,1.0,E,Europe/Berlin
0385,DEU,Aalen Heidenheim Elchingen,Aalen-heidenheim,Germany,Z99,EDPA,48.777833,10.264667,1916.0,1.0,E,Europe/Berlin
0386,DEU,Bayreuth,Bayreuth,Germany,BYU,EDQD,49.984428,11.638569,1601.0,1.0,E,Europe/Berlin
0387,DEU,Burg Feuerstein,Burg Feuerstein,Germany,Z99,EDQE,49.793833,11.133167,1674.0,1.0,E,Europe/Berlin
0388,DEU,Hof Plauen,Hof,Germany,HOQ,EDQM,50.288835999999996,11.854919,1960.0,1.0,E,Europe/Berlin
0389,DEU,Hassfurt Schweinfurt,Hassfurt,Germany,Z99,EDQT,50.018,10.5295,718.0,1.0,E,Europe/Berlin
0390,DEU,Koblenz Winningen,Koblenz,Germany,ZNV,EDRK,50.3255,7.5286669999999996,640.0,1.0,E,Europe/Berlin
0391,DEU,Trier Fohren,Trier,Germany,ZQF,EDRT,49.8635,6.788167,665.0,1.0,E,Europe/Berlin
0392,DEU,Speyer,Speyer,Germany,ZQC,EDRY,49.302776,8.451195,312.0,1.0,E,Europe/Berlin
0393,DEU,Zweibrucken,Zweibruecken,Germany,Z99,EDRZ,49.209525,7.400647,1133.0,1.0,E,Europe/Berlin
0394,DEU,Donaueschingen Villingen,Donaueschingen,Germany,ZQL,EDTD,47.973331,8.522223,2231.0,1.0,E,Europe/Berlin
0395,DEU,Freiburg,Freiburg,Germany,Z99,EDTF,48.022653000000005,7.8325830000000005,799.0,1.0,E,Europe/Berlin
0396,DEU,Mengen Hohentengen,Mengen,Germany,Z99,EDTM,48.053833000000004,9.372833,1820.0,1.0,E,Europe/Berlin
0397,DEU,Schwabisch Hall,Schwaebisch Hall,Germany,Z99,EDTY,49.118317,9.783956,1311.0,1.0,E,Europe/Berlin
0398,DEU,Finsterwalde Schacksdorf,Soest,Germany,Z99,EDUS,51.6075,13.738,399.0,1.0,E,Europe/Berlin
0399,DEU,Braunschweig Wolfsburg,Braunschweig,Germany,BWE,EDVE,52.319167,10.556111,295.0,1.0,E,Europe/Berlin
0400,DEU,Kassel Calden,Kassel,Germany,KSF,EDVK,51.408394,9.377631,908.0,1.0,E,Europe/Berlin
0401,DEU,Hildesheim,Hildesheim,Germany,Z99,EDVM,52.179833,9.945667,293.0,1.0,E,Europe/Berlin
0402,DEU,Bremerhaven,Bremerhaven,Germany,BRV,EDWB,53.50708100000001,8.572878,11.0,1.0,E,Europe/Berlin
0403,DEU,Emden,Emden,Germany,EME,EDWE,53.391186,7.2274080000000005,2.0,1.0,E,Europe/Berlin
0404,DEU,Leer Papenburg,Leer,Germany,Z99,EDWF,53.271592000000005,7.442344,3.0,1.0,E,Europe/Berlin
0405,DEU,Wilhelmshaven Mariensiel,Wilhelmshaven,Germany,WVN,EDWI,53.504833,8.053333,16.0,1.0,E,Europe/Berlin
0406,DEU,Borkum,Borkum,Germany,BMK,EDWR,53.5955,6.709167,3.0,1.0,E,Europe/Berlin
0407,DEU,Norderney,Norderney,Germany,NRD,EDWY,53.706821999999995,7.230247,6.0,1.0,E,Europe/Berlin
0408,DEU,Flensburg Schaferhaus,Flensburg,Germany,FLF,EDXF,54.771772,9.378214,130.0,1.0,E,Europe/Berlin
0409,DEU,Rendsburg Schachtholm,Rendsburg,Germany,Z99,EDXR,54.220928,9.600802999999999,23.0,1.0,E,Europe/Berlin
0410,DEU,Westerland Sylt,Westerland,Germany,GWT,EDXW,54.91325,8.340472,51.0,1.0,E,Europe/Berlin
0411,EST,Amari,Armari Air Force Base,Estonia,Z99,EEEI,59.260286,24.208467000000002,65.0,2.0,E,Europe/Tallinn
0412,EST,Kardla,Kardla,Estonia,KDL,EEKA,58.990756000000005,22.830733,18.0,2.0,E,Europe/Tallinn
0413,EST,Kuressaare,Kuressaare,Estonia,URE,EEKE,58.229882999999994,22.509494,14.0,2.0,E,Europe/Tallinn
0414,EST,Parnu,Parnu,Estonia,EPU,EEPU,58.41904399999999,24.472819,47.0,2.0,E,Europe/Tallinn
0415,EST,Tallinn,Tallinn-ulemiste International,Estonia,TLL,EETN,59.413317000000006,24.832844,131.0,2.0,E,Europe/Tallinn
0416,EST,Tartu,Tartu,Estonia,TAY,EETU,58.307460999999996,26.690428000000004,219.0,2.0,E,Europe/Tallinn
0417,FIN,Enontekio,Enontekio,Finland,ENF,EFET,68.362586,23.424322,1005.0,2.0,E,Europe/Helsinki
0418,FIN,Eura,Eura,Finland,Z99,EFEU,61.116112,22.201389000000002,259.0,2.0,E,Europe/Helsinki
0419,FIN,Halli,Halli,Finland,KEV,EFHA,61.85605,24.7866,479.0,2.0,E,Europe/Helsinki
0420,FIN,Helsinki Malmi,Helsinki,Finland,HEM,EFHF,60.254557999999996,25.042828,57.0,2.0,E,Europe/Helsinki
0421,FIN,Helsinki Vantaa,Helsinki,Finland,HEL,EFHK,60.317221999999994,24.963333,179.0,2.0,E,Europe/Helsinki
0422,FIN,Hameenkyro,Hameenkyro,Finland,Z99,EFHM,61.68965600000001,23.073744,449.0,2.0,E,Europe/Helsinki
0423,FIN,Hanko,Hanko,Finland,Z99,EFHN,59.848864,23.083582999999997,20.0,2.0,E,Europe/Helsinki
